Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),F_{Drag} (lbs),F_{Side} (lbs),F_{Lift} (lbs),L/D,F_{Aero x} (lbs),F_{Aero y} (lbs),F_{Aero z} (lbs),F_{Prop x} (lbs),F_{Prop y} (lbs),F_{Prop z} (lbs),F_{Gear x} (lbs),F_{Gear y} (lbs),F_{Gear z} (lbs),F_{Ext x} (lbs),F_{Ext y} (lbs),F_{Ext z} (lbs),F_{Buoyant x} (lbs),F_{Buoyant y} (lbs),F_{Buoyant z} (lbs),F_{Weight x} (lbs),F_{Weight y} (lbs),F_{Weight z} (lbs),F_{Total x} (lbs),F_{Total y} (lbs),F_{Total z} (lbs),L_{Aero} (ft-lbs),M_{Aero} (ft-lbs),N_{Aero} (ft-lbs),L_{Aero MRC} (ft-lbs),M_{Aero MRC} (ft-lbs),N_{Aero MRC} (ft-lbs),L_{Prop} (ft-lbs),M_{Prop} (ft-lbs),N_{Prop} (ft-lbs),L_{Gear} (ft-lbs),M_{Gear} (ft-lbs),N_{Gear} (ft-lbs),L_{ext} (ft-lbs),M_{ext} (ft-lbs),N_{ext} (ft-lbs),L_{Buoyant} (ft-lbs),M_{Buoyant} (ft-lbs),N_{Buoyant} (ft-lbs),L_{Total} (ft-lbs),M_{Total} (ft-lbs),N_{Total} (ft-lbs),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),JT9D-3_N1[0],JT9D-3_N2[0],Direct Thrust (engine 0 in lbs),JT9D-3_N1[1],JT9D-3_N2[1],Direct Thrust (engine 1 in lbs),JT9D-3_N1[2],JT9D-3_N2[2],Direct Thrust (engine 2 in lbs),JT9D-3_N1[3],JT9D-3_N2[3],Direct Thrust (engine 3 in lbs),Fuel Tank 0,Fuel Tank 1,Fuel Tank 2,Fuel Tank 3,Fuel Tank 4
2,-1.201781759977154,0.03031054855211554,0.5376820111557891,1.004949215930859,0.04639295880643055,-0.377111378516207,-1.203259991143648,0.03331548948423886,0.535183718525341,307.1073165,86022628.09,528.367660195,803.689460602,519.5381196964989,-13.72355188171602,19.49096497135341,-0.2040645513524844,-6.644415900031371,-0.3781696565054489,0.147019642922432,-1.189970613372093,-0.7368555944441262,1.437067713075431,0.02991827277760142,-32.49553585786711,527.9711469404507,-0.20421493042147,20.46486341536317,554.8140698014105,-543.9973889878912,-205.3410280657036,-467.1810944693464,100.3243667953205,-205.3410280657036,-262.95115938232,-448.6861098470621,-5.055098351386135,58879.59382091356,670.4511733680727,751206.6773219029,12.75835359,-29739.22867544791,693.2081787680467,-752923.5192677377,63036.17397548494,0,0,0,0,0,0,0,0,0,0,0,-35462.44327511819,-32211.1138125509,744847.5530587045,33296.94530003703,693.2081787680467,-752923.5192677377,511906.5837385539,-98486.27822603425,-445722.2656833059,511461.0466234119,-915664.3860075818,-446457.0343596939,0,127582.0038303629,0,0,0,0,0,0,0,0,0,0,511906.5837385539,29095.72560432863,-445722.2656833059, 28753060.69,5.459421984e-12,-1121427.237,5.459421984e-12, 26766938.41,3.872399655e-12,-1121427.237,3.872399655e-12, 64725625.76,23170.06011,745474.6494,1352.719446173191,-4.997205875793494e-15,-46.71261151478258,2507.4636960216,2498.4822883566,-2.397251975997364,2.766913904263066,241.0486391901767,-0.5080799373293919,-0.01017155263085468,-0.03027409535503815,0.8607176052288421,0.2034109512167254,0.01226189682290413,0.8937707904879544,0.3995590130155353,-0.203381814373211,-0.01219672199648181,-0.8937716822632606,-0.3995738449136811,2.2197493338931,-0.022144909311261,37.567971743449,37.754093984608,-122.23483083606,-8834934.994184414,-14015272.53531573,12743989.02524863,-8836978.919799415,-14013983.87902814,12743989.02524863,0.0083561482644808,2498.4822883566,8.9945917204022,75.0103,85.7202,15759,75.0103,85.7202,15759,75.0103,85.7202,15759,75.0103,85.7202,15759,24996.8,74993.6,79993.6,74993.6,24996.8
2.2,-0.9891990525329809,0.03939149302967327,0.4567255582845428,1.116270731822041,0.04415720699752877,-0.4308038229564602,-0.990671728716689,0.0424085946940007,0.4542386674828491,307.0636701,86011751.78,528.315230923,803.903193714,519.498246163491,-14.97024020245738,19.42682871085579,-0.1927801184166897,-5.771682556119807,-0.257094173901109,0.1369961244413673,-1.135307442075916,-0.7023198990763433,1.448495029944183,0.2157552551709534,-32.48038389082345,527.9170262086972,-1.599420418883605,20.44599027316772,554.8425272689567,-544.2297336923357,-205.4850645744785,-467.1591478619285,100.090740521601,-205.4850645744785,-263.1801456960006,-448.5420408894737,-5.117225670302233,58594.73216271698,4821.677680145925,750865.3118752197,12.81455319,-29477.08965203695,4999.045153330959,-752569.8761733314,63038.69190978488,0,0,0,0,0,0,0,0,0,0,0,-35614.88032736423,-35013.34947488201,744711.1936643079,33561.60225774793,4999.045153330959,-752569.8761733314,568839.2644285363,-101788.0194125705,-508540.9691762939,565626.3039239966,-918421.4262266931,-513839.717738777,0,127587.2756583398,0,0,0,0,0,0,0,0,0,0,568839.2644285363,25799.25624576927,-508540.9691762939, 28752947.31,1.109558708e-10,-1121425.629,1.109558708e-10, 26766925.51,-3.872396096e-12,-1121425.629,-3.872396096e-12, 64725500.02,23169.98096,745472.1026,1352.719425570187,4.997222948429804e-15,-46.71257807679179,2508.3100462928,2499.4103994104,-2.612785223092239,2.778501397122071,241.1481267225105,-0.5088459365461552,-0.009275245646429387,-0.03195229699353355,0.8602144112926158,0.2030314097463485,0.01262614486587842,0.8930020586375291,0.4014550415567989,-0.2029992070735799,-0.01255451421456082,-0.8930030685489695,-0.4014713260775402,2.2179314041569,-0.17345738734782,37.567827521759,37.753949509726,-122.2351411248,-8834824.028491154,-14015381.35821285,12743947.942523,-8837072.353789952,-14013963.83770224,12743947.942523,0.0091917630909289,2499.4103994104,8.9128357991576,75.0103,85.7202,15759.7,75.0103,85.7202,15759.7,75.0103,85.7202,15759.7,75.0103,85.7202,15759.7,24996.5,74993,79993,74993,24996.5
2.4,-0.7591414365883341,0.04782598837273605,0.3669253421548726,1.178396805399379,0.03981921692918578,-0.4650091018288046,-0.7606093658491825,0.05085284142588323,0.3644475108986538,307.0202838,86000596.87,528.26116901,804.106487749,519.4612849099747,-16.03345356252467,19.38712141767294,-0.1749745449711018,-4.812724144740103,-0.1348183281025115,0.1240433151630924,-1.087788696195311,-0.659669019289975,1.4597363768707,0.378209836990138,-32.47553118075848,527.8580590537631,-2.819169553857261,20.43977639250256,554.8686773864326,-544.4518758302976,-205.6213738892209,-467.1395170450251,99.867316200933,-205.621373889221,-263.3984971990765,-448.4053707472949,-5.178203218905725,58358.4947086804,8451.763557086198,750760.7875382778,12.86463592,-29219.62164412819,8763.084778621927,-752454.8679974898,63041.5701337702,0,0,0,0,0,0,0,0,0,0,0,-35783.80426040187,-37248.89093582187,744592.0039915245,33821.94848964201,8763.084778621927,-752454.8679974898,600675.6932326851,-105820.8335201922,-548385.2373045088,595043.5530245288,-922165.4851962884,-557673.6726413462,0,127593.2767288108,0,0,0,0,0,0,0,0,0,0,600675.6932326851,21772.44320861866,-548385.2373045088, 28752833.91,           0,-1121424.021,           0, 26766912.62,           0,-1121424.021,           0, 64725374.27,23169.90179,745469.5555,1352.719404965015,0,-46.71254463528125,2509.1685233042,2500.3707455425,-2.784771249635137,2.79137979186435,241.2303857473727,-0.5094775780686115,-0.008584358769868223,-0.03330656782277543,0.8597962425887421,0.2026924353692159,0.01292946552443409,0.8923904683381141,0.402973767861669,-0.2026571722205467,-0.01285137650799176,-0.8923915963193042,-0.4029915029974028,2.217505453525,-0.30577163981543,37.567683177448,37.753804911902,-122.23545131585,-8834713.057327503,-14015490.22652992,12743906.83173786,-8837165.783613119,-14013943.84205268,12743906.83173786,0.010027377917377,2500.3707455425,8.8109717108309,75.0103,85.7202,15760.4,75.0103,85.7202,15760.4,75.0103,85.7202,15760.4,75.0103,85.7202,15760.4,24996.2,74992.4,79992.4,74992.4,24996.2
2.6,-0.5214458409030706,0.05517453705302455,0.2722161685162063,1.193914179588087,0.03335510137701464,-0.4803471801575646,-0.5229099216579928,0.05820861249922438,0.2697449022043066,306.9192236,85973083.68,528.208296785,804.299745478,519.4283624139264,-16.90004429880742,19.3717891759859,-0.1525190709419297,-3.808316099100845,-0.01306375443752472,0.1112998912147205,-1.044379334674094,-0.6140274743579219,1.470023273905139,0.5138827034169434,-32.47500005753631,527.798453632882,-3.838693382388772,20.44655395813497,554.8922085864531,-544.6651540826996,-205.7488453294999,-467.1225132554205,99.65275534931659,-205.7488453295,-263.6061251322294,-448.2756488369815,-5.239737183154269,58163.97232005751,11484.17434107274,750754.4456296387,12.90755111,-28973.5259701396,11906.5710856016,-752439.9909141273,63033.70447363587,0,0,0,0,0,0,0,0,0,0,0,-35963.88545483322,-38885.95645618334,744497.004354498,34060.17850349627,11906.5710856016,-752439.9909141273,608727.1618383586,-110394.5872355812,-566006.5698029894,601074.6982748115,-926563.9284787436,-578626.9243060371,0,127577.5326579744,0,0,0,0,0,0,0,0,0,0,608727.1618383586,17182.94542239315,-566006.5698029894, 28752720.51,           0,-1121422.413,           0, 26766899.73,           0,-1121422.413,           0, 64725248.51,23169.82262,745467.0083,1352.719384359088,0,-46.71251119254761,2510.0390978977,2501.2489504646,-2.910745485690975,2.805141493564949,241.294040538771,-0.5099653477672779,-0.008108533709814318,-0.03431731699061626,0.8594718829096401,0.2024003684600168,0.01316610169793992,0.891946708291754,0.4040938185382619,-0.2023620604688897,-0.013081547325288,-0.8919479523974435,-0.4041130037704426,2.2184902756034,-0.41639418969066,37.567538716375,37.753660197005,-122.23576141419,-8834602.081196545,-14015599.13837427,12743865.69456521,-8837259.209773656,-14013923.89018688,12743865.69456521,0.010862992743825,2501.2489504646,8.8033459819853,75.0103,85.7202,15758.4,75.0103,85.7202,15758.4,75.0103,85.7202,15758.4,75.0103,85.7202,15758.4,24995.9,74991.7,79991.7,74991.7,24995.9
2.8,-0.2792295316898837,0.0613657507284799,0.1739813149383875,1.193195025965228,0.02626939678892628,-0.4885352440864872,-0.2806907218010167,0.06440447252740718,0.1715140499055327,306.722026,85916430.72,528.112742498,804.480061447,519.400497162686,-17.55872826764588,19.3831256977775,-0.1254377098055321,-2.752758413149798,0.1141283042912065,0.09866484060810699,-0.9851285468078785,-0.557753283592163,1.480234918059492,0.6412007023457803,-32.46939994883202,527.6945017880448,-4.798893554330352,20.45854813475207,554.9134683252805,-544.8655929452328,-205.8657270210558,-467.1077876859471,99.45103355053959,-205.8657270210559,-263.7994772822479,-448.1547008138298,-5.300082746309901,57975.95580070141,14330.22726360845,750630.2791775174,12.94726872,-28720.07154611945,14856.45578097289,-752307.6671778397,63016.73486097614,0,0,0,0,0,0,0,0,0,0,0,-36149.83653977423,-39911.27971812268,744431.1128012137,34296.66331485669,14856.45578097289,-752307.6671778397,608468.3235062214,-114734.3679646356,-575235.7127438823,598919.983113114,-930599.1836370202,-590982.7681773227,0,127543.3624827032,0,0,0,0,0,0,0,0,0,0,608468.3235062214,12808.99451806763,-575235.7127438823, 28752607.13,5.459537977e-12,-1121420.805,5.459537977e-12, 26766886.83,3.872385417e-12,-1121420.805,3.872385417e-12, 64725122.77,23169.74346,745464.4615,1352.719363755876,-4.997274170729892e-15,-46.71247775421903,2510.9217587039,2502.0766482897,-2.989669781355204,2.819381292070078,241.338317074514,-0.5103040843828383,-0.007850663305646505,-0.03497553632702938,0.859246658653085,0.202159998897627,0.01333256053166581,0.891675768977591,0.4048060037766274,-0.2021186713571627,-0.01324152963084465,-0.8916771254468425,-0.4048266401025341,2.2202272096879,-0.52064665160592,37.56739414519,37.753515371694,-122.23607142509,-8834491.100588439,-14015708.09166999,12743824.53291527,-8837352.632763231,-14013903.980029,12743824.53291527,0.011698607570273,2502.0766482897,8.8583132959902,75.0103,85.7202,15754.2,75.0103,85.7202,15754.2,75.0103,85.7202,15754.2,75.0103,85.7202,15754.2,24995.5,74991.1,79991.1,74991.1,24995.5
3,-0.04885855035612795,0.06555462114123939,0.07877282336295223,1.102409291863044,0.01527797691842986,-0.4603797578761263,-0.05031783620753877,0.06859543561546627,0.07630700998970176,306.6989772,85911810.44,528.101457462,804.652783504,519.3778788563386,-18.01380108421156,19.41334773457113,-0.09971605142916906,-1.768443444596325,0.1888347342662264,0.08141452804703597,-0.9799271946841941,-0.5067140057340467,1.486887128272297,0.7025506951459572,-32.50147725699926,527.677295075734,-5.258275715996934,20.4981016479652,554.9314555751523,-545.0620474177263,-205.9721973447934,-467.0963425963747,99.25329616250659,-205.9721973447935,-263.9835875508592,-448.0386514008042,-5.365491571251439,57932.64491418738,15701.81013001312,751372.0187998943,12.96975168,-28564.16203416295,16277.86376651441,-753048.3175879393,63014.83766145268,0,0,0,0,0,0,0,0,0,0,0,-36336.48451593737,-40329.66539931425,744396.8525116114,34450.67562728973,16277.86376651441,-753048.3175879393,562286.2665132282,-120363.2544695943,-541648.4690722385,551824.4233539933,-936911.5437997195,-558902.1136603263,0,127539.698209316,-2.328306436538696e-10,0,0,0,0,0,0,0,0,0,562286.2665132282,7176.443739721712,-541648.4690722388, 28752493.76,1.218748888e-10,-1121419.197,1.218748888e-10, 26766873.94,3.872381858e-12,-1121419.197,3.872381858e-12, 64724997.04,23169.66431,745461.9148,1352.719343153797,-4.997291242599891e-15,-46.71244431772911,2511.8167425357,2502.7315170141,-3.0219008558357,2.833701912734655,241.3630352331144,-0.5104928644187076,-0.007806982001666272,-0.03528253313633849,0.8591223598912393,0.2019746049428107,0.01342764112280249,0.8915769226894132,0.4051130068755496,-0.2019302917751385,-0.01333011882089642,-0.8915783860943846,-0.4051350967827411,2.2245878405476,-0.57050019488393,37.567249470895,37.753370442984,-122.23638135373,-8834380.116038412,-14015817.08445117,12743783.34895253,-8837446.05311848,-14013884.10961318,12743783.34895253,0.012534222396721,2502.7315170141,9.0984318219125,75.0103,85.7202,15753.7,75.0103,85.7202,15753.7,75.0103,85.7202,15753.7,75.0103,85.7202,15753.7,24995.2,74990.5,79990.5,74990.5,24995.2
3.2,0.1625266339792228,0.06769968801865719,-0.01032021011475802,1.008332065732141,0.006181909236200131,-0.4293337645089435,0.1610683002288339,0.07074021907818087,-0.01278693608419297,306.6161446,85890420.61,528.058955741,804.819192772,519.3603330191202,-18.27694176240303,19.45718641086005,-0.07476767134842865,-0.8336323917469824,0.2524470482734777,0.06720898608641157,-0.959708624428945,-0.4518131106833216,1.492385327110797,0.7517525469415204,-32.52444056541781,527.6295224374746,-5.629407116575127,20.53430218702737,554.9462481857577,-545.2563864102179,-206.0681143655034,-467.0881005134,99.05767447938284,-206.0681144273607,-264.1592820163768,-447.9264382849827,-5.437270275536012,57896.7759267872,16801.53703438212,751902.139195818,12.98694318,-28430.29885304621,17417.79465499637,-753577.7954353249,63008.24777985916,0,0,0,0,0,0,0,0,0,0,0,-36518.46931683837,-40184.64659599587,744393.1648798999,34577.94892681295,17417.79465499637,-753577.7954353249,514392.2967097762,-124603.7680459092,-504733.0595927077,503197.864289362,-941625.8676099267,-523194.9386234725,0,127526.5360913172,-2.328306436538696e-10,0,0,0,0,0,0,0,0,0,514392.2967097762,2922.768045407953,-504733.0595927079, 28752380.38,5.459595966e-12,-1121417.589,5.459595966e-12, 26766861.05,3.872378298e-12,-1121417.589,3.872378298e-12, 64724871.31,23169.58516,745459.3682,1352.719322552447,-4.997308313866314e-15,-46.71241088242135,2512.7253613509,2503.509440628,-3.010781146070479,2.84768994800802,241.3692572016163,-0.5105399650871562,-0.007959557634175175,-0.03526177630602945,0.8590938230185934,0.2018443374727772,0.01345483354735104,0.8916377575288832,0.4050431339443921,-0.2017970781564877,-0.01335080265462833,-0.8916393213081808,-0.4050666811318324,2.2287141723906,-0.61081698376605,37.567104697861,37.753225415241,-122.23669120274,-8834269.128221039,-14015926.11636703,12743742.14473722,-8837539.471515652,-14013864.27858859,12743742.14473722,0.013369837223169,2503.509440628,9.2291310951114,75.0103,85.7202,15752.1,75.0103,85.7202,15752.1,75.0103,85.7202,15752.1,75.0103,85.7202,15752.1,24994.9,74989.8,79989.8,74989.8,24994.9
3.4,0.3539101982034025,0.06814814820206985,-0.09259862580529279,0.8974264648053378,-0.001945897081689517,-0.3903028003109754,0.3524519161966781,0.0711862166765681,-0.09506841466015875,306.5159109,85863264.33,528.009311347,804.977853198,519.3475695130194,-18.35898346361077,19.51231443024837,-0.0523682776651393,0.03346965733702034,0.297868170100422,0.05529147403938062,-0.9376646316728348,-0.39698610222624,1.496083155241755,0.779288002055963,-32.54577327895483,527.5761125300176,-5.838781307897982,20.57150918253165,554.958463516436,-545.4460594877108,-206.1529628705059,-467.0824428789772,98.86671887567356,-206.1529628705061,-264.3246357505199,-447.818898680472,-5.513761627669197,57891.70956023072,17416.61046742597,752392.8267567313,12.99655568,-28336.36800528374,18055.71805158799,-754069.4897719146,62999.8756706249,0,0,0,0,0,0,0,0,0,0,0,-36691.86547334414,-39525.473127615,744417.3043578288,34663.50766534116,18055.71805158799,-754069.4897719146,457901.0283305404,-128004.0905169976,-458468.5863362182,446296.6522692263,-945485.6154533233,-477606.597158606,0,127509.7667513305,0,0,0,0,0,0,0,0,0,0,457901.0283305404,-494.3237656671408,-458468.5863362182, 28752267.02,           0,-1121415.981,           0, 26766848.16,           0,-1121415.981,           0,  64724745.6,23169.50602,745456.8219,1352.719301952572,0,-46.71237744950952,2513.648702912,2504.4171122243,-2.960098855310756,2.861041883654712,241.3582825435551,-0.510455221072961,-0.008288885733372484,-0.03494037127858274,0.8591541957690533,0.2017680213800963,0.01341851173947583,0.8918438256982784,0.4046284711373112,-0.2017178596750391,-0.01330795336509058,-0.8918454822841657,-0.4046534803936302,2.2329741998161,-0.63359554006765,37.566959831337,37.753080293713,-122.23700097515,-8834158.137710392,-14016035.18668829,12743700.92244611,-8837632.888530381,-14013844.48622594,12743700.92244611,0.014205452049617,2504.4171122243,9.2448058091104,75.0103,85.7202,15750,75.0103,85.7202,15750,75.0103,85.7202,15750,75.0103,85.7202,15750,24994.6,74989.2,79989.2,74989.2,24994.6
3.6,0.5217611304881157,0.06710289654077331,-0.1664032283485748,0.7724246261462031,-0.00873756844576442,-0.3443605654807912,0.5203020691261209,0.07013654342513712,-0.1688779869180963,306.4112301,85835027.72,527.957016485,805.12926072,519.3389233688363,-18.27558929091705,19.57471812578321,-0.03388079307831826,0.8142103781550158,0.324094921690893,0.04602472307008121,-0.9152642117667398,-0.3441656885111932,1.497856045662432,0.7851046162947706,-32.56525788719324,527.5218302467756,-5.885509611107109,20.60802382317022,554.9685598815246,-545.6312341406261,-206.2270116651759,-467.0789115720306,98.68026197712857,-206.227011665176,-264.4797993160522,-447.7155558388289,-5.594720118601412,57917.73092472886,17545.86441961941,752839.0722754392,12.99842139,-28286.75380425985,18190.42399933024,-754518.3614016207,62991.21992897557,0,0,0,0,0,0,0,0,0,0,0,-36854.02087182112,-38407.67744255753,744465.1771760102,34704.46612471572,18190.42399933024,-754518.3614016207,394210.8585883795,-130516.26713311,-404120.8485980378,382519.9579437045,-948440.3089771159,-423401.6086647353,0,127492.4232876899,2.328306436538696e-10,0,0,0,0,0,0,0,0,0,394210.8585883795,-3023.843845420051,-404120.8485980376, 28752153.67,-5.459653949e-12,-1121414.373,-5.459653949e-12, 26766835.27,-3.87237118e-12,-1121414.373,-3.87237118e-12, 64724619.89,23169.42688,745454.2757,1352.719281354238,4.997342452675805e-15,-46.71234401909828,2514.5876929611,2505.5924243594,-2.874130047642262,2.873551704904826,241.3316592492842,-0.5102501916664921,-0.008773682810356195,-0.03434937721405271,0.8592949928163541,0.2017431665761509,0.01332396187217063,0.8921786118399967,0.4039052999839354,-0.2016901490082801,-0.01320685611504434,-0.8921803530319815,-0.403931776923162,2.2371636769576,-0.63872973597971,37.566814876971,37.752935084047,-122.23731067405,-8834047.144977285,-14016144.2944937,12743659.68427229,-8837726.30463494,-14013824.7316039,12743659.68427229,0.015041066876065,2505.5924243594,9.008489895612,75.0103,85.7202,15747.8,75.0103,85.7202,15747.8,75.0103,85.7202,15747.8,75.0103,85.7202,15747.8,24994.3,74988.5,79988.5,74988.5,24994.3
3.8,0.6636192578646907,0.06485415525067183,-0.2304963206312153,0.6380270806666126,-0.01390032096861817,-0.2933856063556611,0.6621586741963731,0.06788167284414547,-0.2329776783288373,306.3047885,85806507.71,527.903373579,805.273929325,519.3335146946199,-18.04541335985166,19.64066735636115,-0.02023842394353381,1.495572666053537,0.3330488606787725,0.03991088675684651,-0.8921307933061193,-0.2948879628657401,1.497711082506037,0.7710178074237719,-32.58147259435329,527.4679572862906,-5.783036086381042,20.64176266588733,554.9771081857381,-545.8118763775273,-206.2908292798452,-467.0769352757508,98.49833770700891,-206.2908292798453,-264.6250200268432,-447.6159446474127,-5.679534822100845,57971.20769747606,17229.95496361051,753208.1807689056,12.99279782,-28281.52370875207,17863.97970020424,-754891.4686848291,62982.51260556682,0,0,0,0,0,0,0,0,0,0,0,-37003.39535284895,-36894.53890483425,744531.6637933346,34700.98889681474,17863.97970020424,-754891.4686848291,325721.3395967828,-132130.924899311,-343903.6466606144,314240.2929431884,-950445.702284342,-362838.3646583563,0,127474.9753624084,0,0,0,0,0,0,0,0,0,0,325721.3395967828,-4655.949536902597,-343903.6466606144, 28752040.33,           0,-1121412.766,           0, 26766822.38,           0,-1121412.766,           0, 64724494.19,23169.34775,745451.7297,1352.719260757462,0,-46.71231059121487,2515.543176014,2507.2597029884,-2.757749479738144,2.885098443578228,241.2912257053182,-0.5099385677465225,-0.009390375871250184,-0.0335246473215193,0.8595060069525924,0.2017658835622146,0.01317752455073445,0.8926232629045319,0.4029151171136929,-0.2017100576618133,-0.0130538513064405,-0.8926250800855237,-0.4029430679468874,2.2410511972109,-0.62767204125831,37.566669840285,37.75278979177,-122.23762030216,-8833936.15039026,-14016253.43888297,12743618.43232374,-8837819.720199293,-14013805.01382216,12743618.43232374,0.015876681702514,2507.2597029884,8.2967030778527,75.0103,85.7202,15745.6,75.0103,85.7202,15745.6,75.0103,85.7202,15745.6,75.0103,85.7202,15745.6,24994,74987.9,79987.9,74987.9,24994
4,0.778127198359564,0.06174869268380774,-0.2840828585358045,0.4995909582272995,-0.017236354579746,-0.2395501866747265,0.7766644515897212,0.06476864551910022,-0.2865721476340048,306.1963662,85777701.52,527.848132803,805.41235577,519.3303310678441,-17.68915877746781,19.70700844786258,-0.01179116745737141,2.069671821245028,0.3278999817124415,0.03705760458958807,-0.8675334584543393,-0.2500294628080475,1.495908013552442,0.7398535510997295,-32.59323366662895,527.4140075496712,-5.552526228323153,20.67088280721641,554.9847597305634,-545.9877553647877,-206.345221136609,-467.0758623554052,98.32117679469491,-206.345221136609,-264.7606054024173,-447.5196370490508,-5.767284429122963,58044.32178163418,16532.20205565951,753473.1755345685,12.98099715,-28314.67023253974,17141.86566799634,-755161.3861533762,62973.76483562651,0,0,0,0,0,0,0,0,0,0,0,-37139.53184269593,-35054.18471456348,744611.1754169196,34659.09460308677,17141.86566799634,-755161.3861533762,255164.7241399301,-132873.6614961599,-280375.707880219,244147.8225422706,-951494.4628663468,-298545.0000685863,0,127457.4455123815,2.328306436538696e-10,0,0,0,0,0,0,0,0,0,255164.7241399301,-5416.215983778369,-280375.7078802187, 28751926.99,5.459711923e-12,-1121411.158,5.459711923e-12, 26766809.49,3.872364063e-12,-1121411.158,3.872364063e-12, 64724368.51,23169.26862,745449.184,1352.719240162258,-4.997376586324646e-15,-46.71227716588272,2516.5158409066,2509.0559848734,-2.616205629709979,2.895644097159237,241.2390190144554,-0.5095355520021683,-0.01011421272489359,-0.03250518944791614,0.8597759223226459,0.2018310911918832,0.0129862393316601,0.8931575805314533,0.4017027564698991,-0.2017725037916998,-0.01285597903820622,-0.8931594649757387,-0.4017321877082416,2.2444388331717,-0.60271537619262,37.566524726649,37.752644422255,-122.23792986192,-8833825.154194023,-14016362.61892883,12743577.16856902,-8837913.135469504,-14013785.33195339,12743577.16856902,0.016712296528962,2509.0559848734,7.4730955287814,75.0103,85.7202,15743.4,75.0103,85.7202,15743.4,75.0103,85.7202,15743.4,75.0103,85.7202,15743.4,24993.6,74987.3,79987.3,74987.3,24993.6
4.2,0.8649470661957017,0.05815475617265198,-0.3267852655762918,0.3619039720163368,-0.01873832588069437,-0.1848376586241047,0.8634816268438449,0.06116599237921938,-0.3292835144567645,306.0856802,85748538.52,527.791121794,805.544998246,519.3283278710251,-17.22870544330516,19.7712789459348,-0.008519151880208131,2.532791867591746,0.3123699287166204,0.03735833631855989,-0.8411195282839543,-0.2101024329096646,1.492757089380249,0.6945959678470347,-32.59989916521017,527.3594665846895,-5.216329099863142,20.69423008514328,554.9921639807989,-546.1585330180637,-206.3911309417556,-467.0750429624846,98.14911717331569,-206.3911309417556,-264.8869178722651,-447.4262636967721,-5.856892196682679,58130.00631262813,15519.46608471421,753619.5992742638,12.96438186,-28378.98742604592,16093.22560977718,-755313.2416646143,62964.95931766668,0,0,0,0,0,0,0,0,0,0,0,-37262.94884443076,-32956.90899878641,744698.1556816236,34585.97189162076,16093.22560977718,-755313.2416646143,184981.6141838215,-132838.9340802305,-215871.4321955402,174638.7076408443,-951660.6534174781,-232929.2047037428,0,127439.7987192874,-2.328306436538696e-10,0,0,0,0,0,0,0,0,0,184981.6141838215,-5399.135360943139,-215871.4321955405, 28751813.67,           0,-1121409.551,           0, 26766796.61,           0,-1121409.551,           0, 64724242.83,23169.18951,745446.6385,1352.719219568641,0,-46.71224374312643,2517.5061753504,2510.665370407,-2.454912781921052,2.905225493224727,241.1771892559835,-0.5090572712531364,-0.01092024273821631,-0.03133162096759337,0.8600928859201151,0.2019327622247316,0.01275752384537017,0.8937609243895208,0.4003146451980168,-0.2018714579082862,-0.01262065814001591,-0.8937628675260506,-0.4003455633595895,2.247203427007,-0.56628180261167,37.566379541249,37.752498980689,-122.23823935548,-8833714.15650278,-14016471.83364685,12743535.89480049,-8838006.550561063,-14013765.68501318,12743535.89480049,0.01754791135541,2510.665370407,6.8540528975427,75.0103,85.7202,15741.2,75.0103,85.7202,15741.2,75.0103,85.7202,15741.2,75.0103,85.7202,15741.2,24993.3,74986.6,79986.6,74986.6,24993.3
